line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   10.799821  3.819847  4.419521  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3453  4.419521   -9.226  1.012303  7.526908  7.1699213E-01  2.6870172E-01  2.5415308E-05  6.9158495E-06  3.8441845E-03  5.1091328E-03  2.2599635E-05  2.6192291E-08  1.8765625E-03  7.3046162E-05  1.307E-06  9.794E-05  9.262E-05  9.311E-01  1.074E+00  6.05E+02  0.00E+00  2.76E+02  0.635052  0.016856  0.0000000E+00  1.0640687068E-01       4.323     3.75   -4.7996   -2.1908   -0.9764   -0.2839   -0.1221   -0.3559   -0.1776   -0.0282   -0.7510   -2.6088
  2  5.413426196033551E+05   10.799351  3.824923  4.418951  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3452  4.418951   -9.220  0.995142  7.522316  7.0881542E-01  2.7702963E-01  3.0768755E-05  8.3491892E-06  4.8941302E-03  3.9021909E-03  2.0574401E-05  2.3245119E-08  1.8757770E-03  5.7715376E-05  3.462E-06  8.108E-05  9.808E-05  9.520E-01  1.055E+00  5.99E+02  0.00E+00  2.27E+02  0.541871  0.017056  0.0000000E+00  1.0635950399E-01       4.303     3.84   -4.8123   -2.2064   -0.9755   -0.2838   -0.1220   -0.3557   -0.1774   -0.0282   -0.7504   -2.6059
  3  1.024675436599583E+06   10.798925  3.829913  4.417349  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3436  4.417349   -9.210  0.985999  7.520190  7.0070453E-01  2.8523877E-01  3.4344585E-05  9.2877986E-06  5.5709817E-03  3.1262825E-03  1.6786987E-05  1.4675555E-08  1.8751346E-03  5.6296372E-05  4.382E-06  7.703E-05  9.786E-05  9.549E-01  1.051E+00  5.94E+02  0.00E+00  2.18E+02  0.526617  0.017254  0.0000000E+00  1.0631970692E-01       4.290     3.89   -4.8248   -2.2267   -0.9732   -0.2833   -0.1218   -0.3552   -0.1770   -0.0281   -0.7485   -2.5981
  4  1.466623153092221E+06   10.798532  3.834702  4.415933  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707437E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  4.742E-19  0.3413  4.415933   -9.201  0.979785  7.518972  6.9265011E-01  2.9336490E-01  3.7242413E-05  1.0061771E-05  6.0652932E-03  2.5592654E-03  1.3884934E-05  1.0236837E-08  1.8745570E-03  5.5694183E-05  4.808E-06  7.515E-05  9.684E-05  9.555E-01  1.050E+00  5.90E+02  0.00E+00  2.16E+02  0.523509  0.017446  0.0000000E+00  1.0628322257E-01       4.279     3.94   -4.8368   -2.2455   -0.9712   -0.2829   -0.1216   -0.3547   -0.1766   -0.0280   -0.7469   -2.5912
  5  1.904065199345199E+06   10.798122  3.839660  4.414756  7.2000000E-01  2.6595590E-01  2.2831524E-03  2.7707465E-05  6.5875804E-04  5.7184752E-03  2.2656014E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  2.208E-16  0.3394  4.414756   -9.190  0.975364  7.518317  6.8451919E-01  3.0155086E-01  3.9507098E-05  1.0673688E-05  6.4434466E-03  2.1254820E-03  1.1578439E-05  8.5191902E-09  1.8740058E-03  5.5671199E-05  4.896E-06  7.393E-05  9.580E-05  9.555E-01  1.050E+00  5.87E+02  0.00E+00  2.15E+02  0.523823  0.017649  0.0000000E+00  1.0624499733E-01       4.270     3.99   -4.8492   -2.2637   -0.9695   -0.2826   -0.1214   -0.3543   -0.1763   -0.0280   -0.7455   -2.5855
  6  2.342101249026542E+06   10.797710  3.844716  4.413794  7.2000000E-01  2.6595590E-01  2.2831517E-03  2.7707966E-05  6.5875836E-04  5.7184752E-03  2.2656027E-06  1.2899739E-05  1.8768898E-03  1.5180834E-04  8.435E-15  0.3366  4.413794   -9.177  0.972047  7.518071  6.7642781E-01  3.0968423E-01  4.1240372E-05  1.1143185E-05  6.7325331E-03  1.7938978E-03  9.7783521E-06  7.2399681E-09  1.8734987E-03  5.5712681E-05  4.801E-06  7.288E-05  9.475E-05  9.554E-01  1.050E+00  5.84E+02  0.00E+00  2.14E+02  0.524413  0.017856  0.0000000E+00  1.0620646130E-01       4.261     4.03   -4.8618   -2.2810   -0.9681   -0.2824   -0.1213   -0.3539   -0.1761   -0.0279   -0.7444   -2.5808
  7  2.772231504064759E+06   10.797290  3.849877  4.412966  7.2000000E-01  2.6595590E-01  2.2831455E-03  2.7711574E-05  6.5876211E-04  5.7184749E-03  2.2656190E-06  1.2899722E-05  1.8768898E-03  1.5180830E-04  9.703E-14  0.3346  4.412966   -9.165  0.969631  7.518094  6.6838776E-01  3.1775742E-01  4.2669312E-05  1.1528580E-05  6.9603967E-03  1.5324532E-03  8.3397556E-06  6.1527617E-09  1.8730055E-03  5.5680116E-05  4.636E-06  7.200E-05  9.395E-05  9.551E-01  1.050E+00  5.81E+02  0.00E+00  2.14E+02  0.525542  0.018071  0.0000000E+00  1.0616673235E-01       4.253     4.07   -4.8747   -2.2980   -0.9669   -0.2821   -0.1212   -0.3536   -0.1758   -0.0279   -0.7435   -2.5767
  8  3.195099115122150E+06   10.796868  3.854974  4.412216  7.2000000E-01  2.6595590E-01  2.2831147E-03  2.7726687E-05  6.5878364E-04  5.7184734E-03  2.2657126E-06  1.2899627E-05  1.8768898E-03  1.5180801E-04  5.273E-13  0.3321  4.412216   -9.152  0.967693  7.518283  6.6031058E-01  3.2586171E-01  4.3840205E-05  1.1845483E-05  7.1467449E-03  1.3186462E-03  7.1534806E-06  5.2978694E-09  1.8725267E-03  5.5690841E-05  4.446E-06  7.111E-05  9.321E-05  9.550E-01  1.051E+00  5.78E+02  0.00E+00  2.13E+02  0.526183  0.018285  0.0000000E+00  1.0612669893E-01       4.245     4.10   -4.8874   -2.3145   -0.9658   -0.2819   -0.1211   -0.3534   -0.1756   -0.0279   -0.7426   -2.5730
  9  3.619025180201471E+06   10.796433  3.860207  4.411523  7.1999994E-01  2.6595590E-01  2.2830189E-03  2.7767539E-05  6.5885820E-04  5.7184672E-03  2.2660347E-06  1.2899314E-05  1.8768898E-03  1.5180696E-04  1.702E-12  0.3300  4.411523   -9.139  0.966146  7.518600  6.5225204E-01  3.3394184E-01  4.4901072E-05  1.2134688E-05  7.2951717E-03  1.1481800E-03  6.1575937E-06  4.6172370E-09  1.8720591E-03  5.5709959E-05  4.236E-06  7.035E-05  9.246E-05  9.547E-01  1.051E+00  5.76E+02  0.00E+00  2.13E+02  0.527790  0.018508  0.0000000E+00  1.0608514472E-01       4.237     4.14   -4.9005   -2.3310   -0.9648   -0.2817   -0.1210   -0.3531   -0.1755   -0.0278   -0.7418   -2.5695
 10  4.039317515778519E+06   10.795985  3.865555  4.410899  7.1999977E-01  2.6595603E-01  2.2827678E-03  2.7861835E-05  6.5907011E-04  5.7184468E-03  2.2669472E-06  1.2898455E-05  1.8768898E-03  1.5180382E-04  4.304E-12  0.3279  4.410899   -9.126  0.965048  7.519048  6.4413773E-01  3.4207409E-01  4.5745174E-05  1.2362275E-05  7.4183651E-03  1.0067289E-03  5.3620101E-06  4.0316949E-09  1.8715944E-03  5.5706806E-05  4.027E-06  6.963E-05  9.178E-05  9.545E-01  1.051E+00  5.73E+02  0.00E+00  2.12E+02  0.529349  0.018740  0.0000000E+00  1.0604186789E-01       4.229     4.18   -4.9139   -2.3475   -0.9639   -0.2815   -0.1209   -0.3529   -0.1753   -0.0278   -0.7411   -2.5664
 11  4.452511299753943E+06   10.795533  3.870873  4.410305  7.1999942E-01  2.6595632E-01  2.2822384E-03  2.8040356E-05  6.5954444E-04  5.7183962E-03  2.2689629E-06  1.2896588E-05  1.8768897E-03  1.5179656E-04  8.594E-12  0.3258  4.410305   -9.112  0.964141  7.519575  6.3597708E-01  3.5024978E-01  4.6457956E-05  1.2555045E-05  7.5220877E-03  8.8762322E-04  4.6995576E-06  3.5422607E-09  1.8711285E-03  5.5686763E-05  3.846E-06  6.884E-05  9.115E-05  9.542E-01  1.052E+00  5.71E+02  0.00E+00  2.12E+02  0.530169  0.018973  0.0000000E+00  1.0599804310E-01       4.221     4.21   -4.9272   -2.3637   -0.9630   -0.2814   -0.1208   -0.3527   -0.1751   -0.0278   -0.7404   -2.5635
 12  4.869251849790133E+06   10.795067  3.876302  4.409734  7.1999880E-01  2.6595683E-01  2.2813170E-03  2.8324468E-05  6.6040782E-04  5.7182963E-03  2.2725560E-06  1.2893286E-05  1.8768897E-03  1.5178333E-04  1.384E-11  0.3236  4.409734   -9.098  0.963437  7.520185  6.2786198E-01  3.5837674E-01  4.7084374E-05  1.2723358E-05  7.6034281E-03  7.9411260E-04  4.1753796E-06  3.1496589E-09  1.8706765E-03  5.5714304E-05  3.660E-06  6.819E-05  9.052E-05  9.539E-01  1.052E+00  5.68E+02  0.00E+00  2.12E+02  0.532174  0.019212  0.0000000E+00  1.0595259648E-01       4.214     4.25   -4.9408   -2.3802   -0.9622   -0.2812   -0.1208   -0.3525   -0.1750   -0.0277   -0.7397   -2.5606
 13  5.276001135783854E+06   10.794600  3.881653  4.409176  7.1999763E-01  2.6595784E-01  2.2798134E-03  2.8751621E-05  6.6186969E-04  5.7181155E-03  2.2785262E-06  1.2887823E-05  1.8768895E-03  1.5176095E-04  1.996E-11  0.3215  4.409176   -9.084  0.962838  7.520833  6.1981815E-01  3.6643046E-01  4.7568295E-05  1.2855942E-05  7.6712713E-03  7.1617945E-04  3.7382741E-06  2.8593836E-09  1.8702285E-03  5.5726482E-05  3.497E-06  6.750E-05  8.988E-05  9.536E-01  1.052E+00  5.66E+02  0.00E+00  2.11E+02  0.533609  0.019452  0.0000000E+00  1.0590661767E-01       4.206     4.29   -4.9541   -2.3963   -0.9614   -0.2810   -0.1207   -0.3523   -0.1748   -0.0277   -0.7391   -2.5578
 14  5.675644550770801E+06   10.794121  3.887090  4.408621  7.1999578E-01  2.6595946E-01  2.2775936E-03  2.9333583E-05  6.6410068E-04  5.7178232E-03  2.2875391E-06  1.2879628E-05  1.8768893E-03  1.5172614E-04  2.628E-11  0.3197  4.408621   -9.071  0.962518  7.521528  6.1166993E-01  3.7458745E-01  4.8058748E-05  1.2987965E-05  7.7311382E-03  6.4730482E-04  3.3538434E-06  2.5722284E-09  1.8697745E-03  5.5714370E-05  3.350E-06  6.684E-05  8.930E-05  9.533E-01  1.053E+00  5.64E+02  0.00E+00  2.11E+02  0.535256  0.019699  0.0000000E+00  1.0585905163E-01       4.199     4.32   -4.9677   -2.4127   -0.9606   -0.2809   -0.1206   -0.3521   -0.1747   -0.0277   -0.7385   -2.5550
 15  6.062412731029508E+06   10.793650  3.892371  4.408074  7.1999304E-01  2.6596184E-01  2.2745511E-03  3.0078797E-05  6.6723937E-04  5.7173926E-03  2.2999381E-06  1.2868324E-05  1.8768890E-03  1.5167806E-04  3.203E-11  0.3174  4.408074   -9.057  0.962224  7.522244  6.0362155E-01  3.8264312E-01  4.8476519E-05  1.3100903E-05  7.7816801E-03  5.8915085E-04  3.0298656E-06  2.3338231E-09  1.8693230E-03  5.5700474E-05  3.229E-06  6.616E-05  8.876E-05  9.531E-01  1.053E+00  5.61E+02  0.00E+00  2.11E+02  0.536581  0.019942  0.0000000E+00  1.0581209910E-01       4.192     4.36   -4.9809   -2.4287   -0.9598   -0.2807   -0.1205   -0.3519   -0.1746   -0.0277   -0.7378   -2.5522
 16  6.450891070068238E+06   10.793157  3.897757  4.407507  7.1998916E-01  2.6596530E-01  2.2704494E-03  3.1016947E-05  6.7157513E-04  5.7167723E-03  2.3167958E-06  1.2852941E-05  1.8768886E-03  1.5161172E-04  3.690E-11  0.3153  4.407507   -9.044  0.961985  7.522984  5.9557038E-01  3.9070019E-01  4.8977720E-05  1.3238490E-05  7.8219486E-03  5.4255681E-04  2.7482547E-06  2.1258023E-09  1.8688767E-03  5.5704099E-05  3.100E-06  6.551E-05  8.819E-05  9.528E-01  1.054E+00  5.59E+02  0.00E+00  2.10E+02  0.537961  0.020193  0.0000000E+00  1.0576251468E-01       4.184     4.40   -4.9944   -2.4450   -0.9590   -0.2806   -0.1204   -0.3517   -0.1744   -0.0276   -0.7372   -2.5494
 17  6.836110484621853E+06   10.792656  3.903141  4.406951  7.1998437E-01  2.6596960E-01  2.2656998E-03  3.2034095E-05  6.7670668E-04  5.7160100E-03  2.3364943E-06  1.2834949E-05  1.8768880E-03  1.5153255E-04  3.957E-11  0.3133  4.406951   -9.030  0.961869  7.523769  5.8742768E-01  3.9884812E-01  4.9286891E-05  1.3323544E-05  7.8576251E-03  5.0148288E-04  2.5180077E-06  1.9720535E-09  1.8684255E-03  5.5722389E-05  2.983E-06  6.487E-05  8.762E-05  9.524E-01  1.054E+00  5.57E+02  0.00E+00  2.11E+02  0.539875  0.020447  0.0000000E+00  1.0571172282E-01       4.177     4.44   -5.0079   -2.4613   -0.9582   -0.2804   -0.1203   -0.3515   -0.1743   -0.0276   -0.7365   -2.5466
 18  7.206668986437849E+06   10.792164  3.908440  4.406405  7.1997787E-01  2.6597541E-01  2.2596678E-03  3.3249610E-05  6.8334896E-04  5.7149904E-03  2.3615400E-06  1.2811954E-05  1.8768873E-03  1.5143120E-04  4.207E-11  0.3113  4.406405   -9.017  0.961923  7.524571  5.7940509E-01  4.0687515E-01  4.9621566E-05  1.3413383E-05  7.8883446E-03  4.6600374E-04  2.3205466E-06  1.8211596E-09  1.8679773E-03  5.5691212E-05  2.888E-06  6.420E-05  8.711E-05  9.522E-01  1.054E+00  5.54E+02  0.00E+00  2.10E+02  0.540933  0.020700  0.0000000E+00  1.0566146803E-01       4.169     4.47   -5.0211   -2.4773   -0.9574   -0.2802   -0.1203   -0.3513   -0.1741   -0.0276   -0.7359   -2.5438
 19  7.590815655385910E+06   10.791633  3.914048  4.405874  7.1996936E-01  2.6598306E-01  2.2522094E-03  3.4667514E-05  6.9170432E-04  5.7136693E-03  2.3924072E-06  1.2783391E-05  1.8768863E-03  1.5130685E-04  4.296E-11  0.3093  4.405874   -9.003  0.961990  7.525480  5.7132745E-01  4.1495599E-01  4.9872912E-05  1.3482363E-05  7.9095055E-03  4.4153274E-04  2.1789835E-06  1.7283580E-09  1.8675321E-03  5.5736530E-05  2.775E-06  6.363E-05  8.652E-05  9.517E-01  1.055E+00  5.52E+02  0.00E+00  2.10E+02  0.543330  0.020970  0.0000000E+00  1.0560689176E-01       4.162     4.51   -5.0351   -2.4940   -0.9566   -0.2801   -0.1202   -0.3511   -0.1740   -0.0276   -0.7353   -2.5411
 20  7.951370425777548E+06   10.791125  3.919378  4.405280  7.1995933E-01  2.6599220E-01  2.2438676E-03  3.6163842E-05  7.0120307E-04  5.7121240E-03  2.4269003E-06  1.2751250E-05  1.8768852E-03  1.5116782E-04  4.305E-11  0.3073  4.405280   -8.989  0.962170  7.526323  5.6321248E-01  4.2307445E-01  5.0175040E-05  1.3563144E-05  7.9335915E-03  4.1364885E-04  2.0245886E-06  1.6072966E-09  1.8670718E-03  5.5683516E-05  2.699E-06  6.302E-05  8.603E-05  9.514E-01  1.055E+00  5.49E+02  0.00E+00  2.10E+02  0.545048  0.021231  0.0000000E+00  1.0555415472E-01       4.154     4.55   -5.0484   -2.5104   -0.9558   -0.2799   -0.1201   -0.3509   -0.1738   -0.0275   -0.7346   -2.5381
 21  8.302991545483262E+06   10.790615  3.924643  4.404715  7.1994721E-01  2.6600327E-01  2.2343657E-03  3.7771815E-05  7.1219392E-04  5.7102847E-03  2.4662891E-06  1.2714345E-05  1.8768839E-03  1.5100694E-04  4.269E-11  0.3052  4.404715   -8.976  0.962402  7.527280  5.5515150E-01  4.3113846E-01  5.0453301E-05  1.3638538E-05  7.9543064E-03  3.8963723E-04  1.8901230E-06  1.5096036E-09  1.8666236E-03  5.5704541E-05  2.619E-06  6.234E-05  8.555E-05  9.512E-01  1.056E+00  5.47E+02  0.00E+00  2.09E+02  0.545971  0.021491  0.0000000E+00  1.0550090101E-01       4.147     4.59   -5.0616   -2.5264   -0.9550   -0.2797   -0.1200   -0.3507   -0.1737   -0.0275   -0.7340   -2.5352
 22  8.669046524863949E+06   10.790070  3.930203  4.404088  7.1993244E-01  2.6601683E-01  2.2234605E-03  3.9519717E-05  7.2498597E-04  5.7080883E-03  2.5112739E-06  1.2671792E-05  1.8768824E-03  1.5082509E-04  4.128E-11  0.3033  4.404088   -8.962  0.962563  7.528052  5.4707627E-01  4.3921547E-01  5.0745749E-05  1.3720788E-05  7.9666385E-03  3.7514164E-04  1.7952136E-06  1.4510058E-09  1.8661646E-03  5.5711420E-05  2.534E-06  6.175E-05  8.494E-05  9.507E-01  1.056E+00  5.44E+02  0.00E+00  2.10E+02  0.548269  0.021769  0.0000000E+00  1.0544370219E-01       4.139     4.63   -5.0755   -2.5435   -0.9541   -0.2796   -0.1199   -0.3504   -0.1735   -0.0275   -0.7333   -2.5320
 23  9.011561223185360E+06   10.789537  3.935508  4.403496  7.1991586E-01  2.6603215E-01  2.2119262E-03  4.1263338E-05  7.3871709E-04  5.7056629E-03  2.5590683E-06  1.2626353E-05  1.8768805E-03  1.5062683E-04  3.971E-11  0.3014  4.403496   -8.949  0.962986  7.529055  5.3891359E-01  4.4738064E-01  5.1016886E-05  1.3793554E-05  7.9834895E-03  3.5553716E-04  1.6837363E-06  1.3671356E-09  1.8657016E-03  5.5696482E-05  2.463E-06  6.111E-05  8.449E-05  9.505E-01  1.056E+00  5.42E+02  0.00E+00  2.09E+02  0.549554  0.022039  0.0000000E+00  1.0538703489E-01       4.132     4.67   -5.0888   -2.5598   -0.9532   -0.2794   -0.1198   -0.3502   -0.1734   -0.0274   -0.7326   -2.5290
 24  9.368220441780413E+06   10.788972  3.941072  4.402923  7.1989594E-01  2.6605062E-01  2.1988912E-03  4.3133068E-05  7.5443352E-04  5.7028167E-03  2.6127998E-06  1.2574748E-05  1.8768785E-03  1.5040596E-04  3.773E-11  0.2993  4.402923   -8.935  0.963259  7.530049  5.3093601E-01  4.5535930E-01  5.1187952E-05  1.3841658E-05  7.9903614E-03  3.4744561E-04  1.6311841E-06  1.3356320E-09  1.8652477E-03  5.5733917E-05  2.382E-06  6.051E-05  8.390E-05  9.501E-01  1.057E+00  5.40E+02  0.00E+00  2.09E+02  0.551347  0.022325  0.0000000E+00  1.0532677647E-01       4.124     4.71   -5.1027   -2.5766   -0.9524   -0.2792   -0.1197   -0.3500   -0.1732   -0.0274   -0.7319   -2.5261
 25  9.698504506193284E+06   10.788442  3.946345  4.402304  7.1987437E-01  2.6607073E-01  2.1856097E-03  4.4943287E-05  7.7064175E-04  5.6998096E-03  2.6672657E-06  1.2521898E-05  1.8768763E-03  1.5018452E-04  3.593E-11  0.2974  4.402304   -8.922  0.963803  7.531061  5.2277855E-01  4.6351874E-01  5.1472759E-05  1.3916550E-05  8.0038075E-03  3.3169060E-04  1.5423530E-06  1.2668854E-09  1.8647817E-03  5.5684529E-05  2.332E-06  5.992E-05  8.347E-05  9.498E-01  1.057E+00  5.38E+02  0.00E+00  2.09E+02  0.553155  0.022598  0.0000000E+00  1.0526983491E-01       4.116     4.75   -5.1159   -2.5929   -0.9515   -0.2790   -0.1197   -0.3498   -0.1731   -0.0274   -0.7312   -2.5229
 26  1.003554639423832E+07   10.787863  3.951766  4.401654  7.1984925E-01  2.6609423E-01  2.1711671E-03  4.6805576E-05  7.8849979E-04  5.6964025E-03  2.7267794E-06  1.2463856E-05  1.8768737E-03  1.4993307E-04  3.382E-11  0.2956  4.401654   -8.909  0.964275  7.532004  5.1467362E-01  4.7162481E-01  5.1627899E-05  1.3960801E-05  8.0119700E-03  3.2215424E-04  1.4852051E-06  1.2313623E-09  1.8643112E-03  5.5732402E-05  2.259E-06  5.933E-05  8.291E-05  9.493E-01  1.058E+00  5.35E+02  0.00E+00  2.09E+02  0.555289  0.022886  0.0000000E+00  1.0520686764E-01       4.109     4.80   -5.1294   -2.6098   -0.9506   -0.2788   -0.1196   -0.3495   -0.1729   -0.0273   -0.7305   -2.5196
 27  1.036158761830454E+07   10.787301  3.957262  4.401059  7.1982047E-01  2.6612130E-01  2.1556465E-03  4.8711914E-05  8.0790487E-04  5.6926120E-03  2.7903012E-06  1.2401198E-05  1.8768708E-03  1.4966846E-04  3.220E-11  0.2936  4.401059   -8.896  0.964953  7.533160  5.0660820E-01  4.7969148E-01  5.2009520E-05  1.4065097E-05  8.0195262E-03  3.1294350E-04  1.4195767E-06  1.1862266E-09  1.8638434E-03  5.5702947E-05  2.204E-06  5.873E-05  8.246E-05  9.490E-01  1.058E+00  5.33E+02  0.00E+00  2.08E+02  0.556904  0.023178  0.0000000E+00  1.0514537702E-01       4.101     4.84   -5.1432   -2.6266   -0.9498   -0.2786   -0.1195   -0.3493   -0.1727   -0.0273   -0.7298   -2.5166
 28  1.069963082771466E+07   10.786686  3.962755  4.400326  7.1978696E-01  2.6615299E-01  2.1388039E-03  5.0672465E-05  8.2922423E-04  5.6883317E-03  2.8591912E-06  1.2332660E-05  1.8768674E-03  1.4937524E-04  3.035E-11  0.2919  4.400326   -8.882  0.965306  7.534024  4.9847360E-01  4.8782657E-01  5.2141987E-05  1.4103325E-05  8.0227123E-03  3.0910647E-04  1.3897364E-06  1.1661716E-09  1.8633660E-03  5.5761332E-05  2.134E-06  5.809E-05  8.184E-05  9.486E-01  1.059E+00  5.30E+02  0.00E+00  2.08E+02  0.558699  0.023481  0.0000000E+00  1.0507723677E-01       4.093     4.89   -5.1569   -2.6441   -0.9487   -0.2784   -0.1194   -0.3490   -0.1725   -0.0273   -0.7290   -2.5128
 29  1.101242010344205E+07   10.786124  3.968197  4.399742  7.1975182E-01  2.6618628E-01  2.1223078E-03  5.2506082E-05  8.5031729E-04  5.6840025E-03  2.9260129E-06  1.2265298E-05  1.8768639E-03  1.4909948E-04  2.894E-11  0.2896  4.399742   -8.869  0.966145  7.535249  4.9047555E-01  4.9582556E-01  5.2410363E-05  1.4172952E-05  8.0288285E-03  3.0171820E-04  1.3421515E-06  1.1350363E-09  1.8628990E-03  5.5712829E-05  2.093E-06  5.755E-05  8.142E-05  9.482E-01  1.059E+00  5.28E+02  0.00E+00  2.08E+02  0.560774  0.023776  0.0000000E+00  1.0501486445E-01       4.085     4.93   -5.1705   -2.6607   -0.9479   -0.2782   -0.1193   -0.3488   -0.1724   -0.0273   -0.7283   -2.5098
 30  1.132620310404363E+07   10.785525  3.973477  4.399037  7.1971171E-01  2.6622451E-01  2.1048138E-03  5.4352791E-05  8.7294992E-04  5.6792294E-03  2.9969014E-06  1.2193266E-05  1.8768600E-03  1.4879689E-04  2.759E-11  0.2880  4.399037   -8.856  0.966859  7.536277  4.8227331E-01  5.0402867E-01  5.2564322E-05  1.4217805E-05  8.0347856E-03  2.9469004E-04  1.2990962E-06  1.1052563E-09  1.8624082E-03  5.5733574E-05  2.043E-06  5.694E-05  8.092E-05  9.478E-01  1.060E+00  5.25E+02  0.00E+00  2.08E+02  0.562447  0.024070  0.0000000E+00  1.0494754847E-01       4.077     4.97   -5.1837   -2.6775   -0.9469   -0.2780   -0.1191   -0.3485   -0.1722   -0.0272   -0.7275   -2.5062
 31  1.164139694323814E+07   10.784918  3.979146  4.398402  7.1966658E-01  2.6626761E-01  2.0864293E-03  5.6207122E-05  8.9696895E-04  5.6740514E-03  3.0707525E-06  1.2117258E-05  1.8768557E-03  1.4848949E-04  2.638E-11  0.2862  4.398402   -8.842  0.967581  7.537386  4.7432012E-01  5.1198209E-01  5.2770223E-05  1.4274137E-05  8.0360378E-03  2.9293437E-04  1.2787112E-06  1.0981980E-09  1.8619376E-03  5.5739523E-05  1.992E-06  5.639E-05  8.036E-05  9.473E-01  1.060E+00  5.23E+02  0.00E+00  2.08E+02  0.564918  0.024388  0.0000000E+00  1.0487906423E-01       4.069     5.02   -5.1979   -2.6949   -0.9460   -0.2778   -0.1190   -0.3483   -0.1720   -0.0272   -0.7268   -2.5030
 32  1.192442567269555E+07   10.784351  3.984227  4.397602  7.1962090E-01  2.6631154E-01  2.0691316E-03  5.7868054E-05  9.1981945E-04  5.6689945E-03  3.1401677E-06  1.2045192E-05  1.8768513E-03  1.4819061E-04  2.547E-11  0.2841  4.397602   -8.830  0.968288  7.538345  4.6622541E-01  5.2007812E-01  5.3100959E-05  1.4365080E-05  8.0444778E-03  2.8279553E-04  1.2154775E-06  1.0544860E-09  1.8614491E-03  5.5701005E-05  1.961E-06  5.581E-05  7.993E-05  9.469E-01  1.061E+00  5.20E+02  0.00E+00  2.08E+02  0.566922  0.024678  0.0000000E+00  1.0481420419E-01       4.061     5.07   -5.2106   -2.7117   -0.9449   -0.2776   -0.1189   -0.3480   -0.1718   -0.0271   -0.7259   -2.4989
 33  1.223277606019293E+07   10.783711  3.989777  4.396889  7.1956417E-01  2.6636611E-01  2.0491476E-03  5.9700676E-05  9.4648359E-04  5.6629551E-03  3.2198657E-06  1.1961489E-05  1.8768460E-03  1.4784801E-04  2.465E-11  0.2822  4.396889   -8.817  0.968994  7.539463  4.5812963E-01  5.2817397E-01  5.3272630E-05  1.4412204E-05  8.0451280E-03  2.8178018E-04  1.2000387E-06  1.0484759E-09  1.8609560E-03  5.5730414E-05  1.911E-06  5.521E-05  7.939E-05  9.465E-01  1.061E+00  5.18E+02  0.00E+00  2.08E+02  0.568797  0.024999  0.0000000E+00  1.0474056695E-01       4.053     5.11   -5.2244   -2.7292   -0.9439   -0.2774   -0.1188   -0.3477   -0.1717   -0.0271   -0.7250   -2.4952
 34  1.252087665970889E+07   10.783095  3.995084  4.396081  7.1950514E-01  2.6642306E-01  2.0298713E-03  6.1384991E-05  9.7247508E-04  5.6569213E-03  3.2963023E-06  1.1880266E-05  1.8768405E-03  1.4751682E-04  2.399E-11  0.2804  4.396081   -8.804  0.969800  7.540460  4.5004019E-01  5.3626407E-01  5.3467223E-05  1.4465029E-05  8.0490085E-03  2.7705011E-04  1.1691408E-06  1.0267772E-09  1.8604634E-03  5.5734247E-05  1.872E-06  5.456E-05  7.892E-05  9.462E-01  1.062E+00  5.15E+02  0.00E+00  2.07E+02  0.570074  0.025312  0.0000000E+00  1.0466894350E-01       4.045     5.16   -5.2377   -2.7466   -0.9427   -0.2771   -0.1187   -0.3474   -0.1714   -0.0271   -0.7241   -2.4911
