line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
195  2.309105480289153E+07   10.670162  4.271443  3.580487  6.6326876E-01  3.2260394E-01  6.8387332E-04  7.9361612E-05  3.5462618E-03  4.4915066E-03  7.7622581E-06  5.1153959E-06  1.8736781E-03  1.2181517E-04  1.766E-09  0.0809  3.580487   -6.568  3.308910  8.191187  0.0000000E+00  9.0089493E-01  7.9951554E-02  5.4703432E-11  4.4259171E-05  1.1858638E-03  5.6682561E-08  1.3942654E-04  1.8236838E-03  1.2538215E-02  3.936E-07  9.752E-09  1.376E-03  9.997E-01  1.001E+00  6.58E+01  0.00E+00  2.02E+00  0.045860  0.047247  0.0000000E+00  9.0439041684E-02       0.470   314.79   -5.9286   -4.7103    1.8717    1.6056    0.8645    1.7242    1.0326    0.1801    3.8649   -1.2183
196  2.315139102886057E+07   10.652394  4.272130  3.580462  6.6296754E-01  3.2290529E-01  6.8195552E-04  7.9300265E-05  3.5516350E-03  4.4880070E-03  7.7657666E-06  5.1039420E-06  1.8736475E-03  1.2171849E-04  1.756E-09  0.0794  3.580462   -6.567  3.303903  8.193400  0.0000000E+00  8.7881992E-01  1.0140823E-01  1.1374284E-13  2.1057181E-05  1.7805874E-03  4.0606391E-08  9.6032103E-05  1.8237007E-03  1.2627894E-02  3.757E-07  9.796E-09  1.362E-03  9.997E-01  1.001E+00  6.57E+01  0.00E+00  2.01E+00  0.045631  0.047664  0.0000000E+00  8.9254455153E-02       0.468   315.08   -5.9303   -4.7115    1.8718    1.6057    0.8646    1.7246    1.0328    0.1802    3.8656   -1.2188
197  2.320462870741422E+07   10.636771  4.272866  3.580747  6.6279344E-01  3.2307951E-01  6.8091562E-04  7.9262230E-05  3.5546069E-03  4.4860484E-03  7.7676420E-06  5.0976082E-06  1.8736297E-03  1.2166446E-04  1.735E-09  0.0812  3.580747   -6.566  3.299775  8.195510  0.0000000E+00  8.5675537E-01  1.2272840E-01  9.0372596E-13  2.0461739E-05  2.5142802E-03  2.8734113E-08  5.1209396E-05  1.8237131E-03  1.2683479E-02  3.607E-07  9.903E-09  1.352E-03  9.997E-01  1.001E+00  6.57E+01  0.00E+00  2.01E+00  0.045619  0.048047  0.0000000E+00  8.8223280841E-02       0.468   314.93   -5.9322   -4.7185    1.8692    1.6047    0.8632    1.7205    1.0316    0.1797    3.8580   -1.2137
198  2.326084717115815E+07   10.619996  4.273748  3.581016  6.6268773E-01  3.2318522E-01  6.8029944E-04  7.9238551E-05  3.5563820E-03  4.4848733E-03  7.7687462E-06  5.0938267E-06  1.8736190E-03  1.2163205E-04  1.691E-09  0.0828  3.581016   -6.564  3.295258  8.197565  0.0000000E+00  8.3468788E-01  1.4387628E-01  6.7182854E-13  2.0293556E-05  3.4343343E-03  2.1005504E-08  5.5651169E-05  1.8237216E-03  1.2678261E-02  3.457E-07  1.005E-08  1.341E-03  9.997E-01  1.001E+00  6.56E+01  0.00E+00  2.01E+00  0.045650  0.048466  0.0000000E+00  8.7116339378E-02       0.468   314.86   -5.9344   -4.7255    1.8667    1.6037    0.8619    1.7167    1.0304    0.1793    3.8509   -1.2089
199  2.335115621466702E+07   10.588656  4.278110  3.580914  6.6245324E-01  3.2341991E-01  6.7896855E-04  7.9184545E-05  3.5602510E-03  4.4822987E-03  7.7711138E-06  5.0855879E-06  1.8735949E-03  1.2156108E-04  1.615E-09  0.0856  3.580914   -6.557  3.289053  8.200935  0.0000000E+00  7.9865350E-01  1.7808391E-01  4.4719747E-13  1.7270989E-05  5.2561225E-03  1.3611103E-08  4.4622446E-05  1.8237298E-03  1.2696315E-02  3.171E-07  1.004E-08  1.326E-03  9.997E-01  1.001E+00  6.54E+01  0.00E+00  1.99E+00  0.045242  0.049474  0.0000000E+00  8.4981525400E-02       0.462   316.59   -5.9453   -4.7346    1.8674    1.6043    0.8623    1.7182    1.0311    0.1795    3.8536   -1.2107
200  2.340615326069740E+07   10.571436  4.279209  3.580757  6.6238346E-01  3.2348968E-01  6.7857825E-04  7.9168260E-05  3.5613911E-03  4.4815379E-03  7.7718052E-06  5.0831608E-06  1.8735877E-03  1.2154012E-04  1.567E-09  0.0870  3.580757   -6.555  3.285580  8.203041  0.0000000E+00  7.7656366E-01  1.9876021E-01  3.3121921E-13  1.8421781E-05  6.6693550E-03  1.0676465E-08  4.2079433E-05  1.8237334E-03  1.2697447E-02  3.041E-07  1.009E-08  1.317E-03  9.997E-01  1.001E+00  6.53E+01  0.00E+00  1.98E+00  0.045096  0.049923  0.0000000E+00  8.3863009363E-02       0.459   317.22   -5.9480   -4.7345    1.8688    1.6049    0.8631    1.7204    1.0318    0.1797    3.8577   -1.2135
201  2.346037658251136E+07   10.554161  4.280620  3.580944  6.6231172E-01  3.2356149E-01  6.7818468E-04  7.9151207E-05  3.5625487E-03  4.4807624E-03  7.7724977E-06  5.0806979E-06  1.8735804E-03  1.2151875E-04  1.522E-09  0.0887  3.580944   -6.553  3.282273  8.205228  0.0000000E+00  7.5450700E-01  2.1919584E-01  1.0825221E-13  8.8804491E-06  8.2821517E-03  8.4594937E-09  3.1441789E-05  1.8237363E-03  1.2725230E-02  2.916E-07  1.019E-08  1.309E-03  9.997E-01  1.001E+00  6.53E+01  0.00E+00  1.98E+00  0.044961  0.050415  0.0000000E+00  8.2748583543E-02       0.458   317.47   -5.9515   -4.7414    1.8670    1.6043    0.8621    1.7177    1.0311    0.1794    3.8528   -1.2102
202  2.351516416827053E+07   10.535834  4.282437  3.581113  6.6223396E-01  3.2363931E-01  6.7776286E-04  7.9132525E-05  3.5637947E-03  4.4799259E-03  7.7732366E-06  5.0780485E-06  1.8735724E-03  1.2149570E-04  1.476E-09  0.0904  3.581113   -6.550  3.279270  8.207337  0.0000000E+00  7.3244912E-01  2.3940522E-01  3.8220667E-13  1.2858655E-05  1.0132804E-02  7.0926747E-09  3.2804409E-05  1.8237385E-03  1.2717076E-02  2.789E-07  1.027E-08  1.302E-03  9.997E-01  1.001E+00  6.52E+01  0.00E+00  1.98E+00  0.044804  0.050946  0.0000000E+00  8.1568383054E-02       0.456   317.89   -5.9561   -4.7489    1.8654    1.6038    0.8613    1.7154    1.0304    0.1792    3.8484   -1.2072
203  2.356665133007246E+07   10.518977  4.283941  3.581377  6.6217229E-01  3.2370098E-01  6.7743017E-04  7.9117653E-05  3.5647791E-03  4.4792642E-03  7.7738183E-06  5.0759555E-06  1.8735660E-03  1.2147748E-04  1.435E-09  0.0918  3.581377   -6.547  3.277466  8.209453  0.0000000E+00  7.1039364E-01  2.5941641E-01  1.8274806E-13  1.0084312E-05  1.2172982E-02  5.6513244E-09  2.2879194E-05  1.8237407E-03  1.2733233E-02  2.681E-07  1.037E-08  1.296E-03  9.997E-01  1.001E+00  6.52E+01  0.00E+00  1.97E+00  0.044644  0.051407  0.0000000E+00  8.0503614437E-02       0.455   318.05   -5.9599   -4.7573    1.8629    1.6029    0.8600    1.7117    1.0293    0.1788    3.8415   -1.2026
204  2.365188174355043E+07   10.485760  4.288668  3.581382  6.6199300E-01  3.2388040E-01  6.7648157E-04  7.9073651E-05  3.5676069E-03  4.4773559E-03  7.7754626E-06  5.0699494E-06  1.8735475E-03  1.2142492E-04  1.365E-09  0.0948  3.581382   -6.539  3.274127  8.213098  0.0000000E+00  6.7432447E-01  2.9158360E-01  2.7129962E-13  8.0409225E-06  1.6072827E-02  4.4874996E-09  2.1531171E-05  1.8237434E-03  1.2737438E-02  2.467E-07  1.041E-08  1.289E-03  9.997E-01  1.001E+00  6.50E+01  0.00E+00  1.95E+00  0.044138  0.052475  0.0000000E+00  7.8394878812E-02       0.449   319.78   -5.9717   -4.7692    1.8626    1.6030    0.8599    1.7116    1.0295    0.1788    3.8414   -1.2025
205  2.370453834185718E+07   10.467169  4.290570  3.581473  6.6192766E-01  3.2394574E-01  6.7614366E-04  7.9057332E-05  3.5686227E-03  4.4766672E-03  7.7760424E-06  5.0677944E-06  1.8735408E-03  1.2140596E-04  1.325E-09  0.0964  3.581473   -6.536  3.272403  8.215328  0.0000000E+00  6.5224116E-01  3.1087959E-01  2.8896783E-13  8.0242882E-06  1.8859448E-02  3.9429007E-09  2.0003555E-05  1.8237451E-03  1.2738881E-02  2.364E-07  1.056E-08  1.284E-03  9.997E-01  1.001E+00  6.49E+01  0.00E+00  1.95E+00  0.044126  0.053016  0.0000000E+00  7.7259051955E-02       0.446   320.35   -5.9764   -4.7755    1.8617    1.6028    0.8595    1.7104    1.0291    0.1786    3.8391   -1.2010
206  2.375497894229203E+07   10.449257  4.291918  3.581504  6.6185877E-01  3.2401469E-01  6.7578997E-04  7.9040016E-05  3.5696891E-03  4.4759431E-03  7.7766470E-06  5.0655331E-06  1.8735337E-03  1.2138603E-04  1.289E-09  0.0981  3.581504   -6.533  3.270822  8.217643  0.0000000E+00  6.3018767E-01  3.2989011E-01  3.3320750E-13  8.3860030E-06  2.1901931E-02  3.3960545E-09  1.8415586E-05  1.8237471E-03  1.2739728E-02  2.270E-07  1.076E-08  1.280E-03  9.997E-01  1.001E+00  6.48E+01  0.00E+00  1.97E+00  0.044324  0.053493  0.0000000E+00  7.6176771906E-02       0.444   320.80   -5.9798   -4.7794    1.8613    1.6027    0.8593    1.7099    1.0291    0.1786    3.8383   -1.2004
207  2.380645975174722E+07   10.431227  4.293613  3.581577  6.6184515E-01  3.2402832E-01  6.7572026E-04  7.9036591E-05  3.5698994E-03  4.4758002E-03  7.7767660E-06  5.0650871E-06  1.8735323E-03  1.2138209E-04  1.242E-09  0.0998  3.581577   -6.531  3.269727  8.219947  0.0000000E+00  6.0810682E-01  3.4856788E-01  3.3322994E-13  5.9010841E-06  2.5302929E-02  3.0620152E-09  1.6985105E-05  1.8237492E-03  1.2744796E-02  2.181E-07  1.095E-08  1.277E-03  9.997E-01  1.001E+00  6.48E+01  0.00E+00  1.98E+00  0.044494  0.053992  0.0000000E+00  7.5100590365E-02       0.442   321.32   -5.9840   -4.7849    1.8605    1.6025    0.8589    1.7089    1.0288    0.1785    3.8364   -1.1992
208  2.385466393037103E+07   10.413527  4.295850  3.581497  6.6178703E-01  3.2408643E-01  6.7542301E-04  7.9021945E-05  3.5707968E-03  4.4751904E-03  7.7772733E-06  5.0631845E-06  1.8735262E-03  1.2136530E-04  1.209E-09  0.1013  3.581497   -6.526  3.269407  8.222262  0.0000000E+00  5.8605027E-01  3.6697208E-01  3.5274976E-13  4.6116163E-06  2.8953099E-02  2.5266701E-09  1.2095124E-05  1.8237518E-03  1.2752129E-02  2.097E-07  1.108E-08  1.275E-03  9.997E-01  1.001E+00  6.46E+01  0.00E+00  1.99E+00  0.044590  0.054528  0.0000000E+00  7.4050413696E-02       0.439   322.26   -5.9896   -4.7891    1.8612    1.6029    0.8592    1.7100    1.0293    0.1786    3.8385   -1.2005
209  2.390380333146426E+07   10.395041  4.298343  3.581503  6.6171282E-01  3.2416071E-01  6.7504515E-04  7.9003163E-05  3.5719398E-03  4.4744129E-03  7.7779165E-06  5.0607618E-06  1.8735186E-03  1.2134390E-04  1.178E-09  0.1031  3.581503   -6.522  3.269044  8.224645  0.0000000E+00  5.6398427E-01  3.8497429E-01  4.0541280E-13  4.7111798E-06  3.3016248E-02  2.1765186E-09  1.0641062E-05  1.8237547E-03  1.2753005E-02  2.013E-07  1.121E-08  1.273E-03  9.997E-01  1.001E+00  6.45E+01  0.00E+00  1.99E+00  0.044723  0.055079  0.0000000E+00  7.2962729494E-02       0.436   323.18   -5.9959   -4.7954    1.8610    1.6030    0.8592    1.7099    1.0294    0.1786    3.8383   -1.2004
210  2.395175850687647E+07   10.376935  4.300657  3.581678  6.6163645E-01  3.2423708E-01  6.7465935E-04  7.8983756E-05  3.5731098E-03  4.4736158E-03  7.7785711E-06  5.0582828E-06  1.8735107E-03  1.2132196E-04  1.150E-09  0.1047  3.581678   -6.518  3.269035  8.227084  0.0000000E+00  5.4193377E-01  4.0260021E-01  4.3615575E-13  4.3076298E-06  3.7440113E-02  1.9085151E-09  1.0042703E-05  1.8237582E-03  1.2753535E-02  1.936E-07  1.151E-08  1.273E-03  9.997E-01  1.001E+00  6.43E+01  0.00E+00  2.02E+00  0.045202  0.055617  0.0000000E+00  7.1908707344E-02       0.433   323.78   -6.0016   -4.8042    1.8593    1.6025    0.8583    1.7075    1.0287    0.1783    3.8339   -1.1974
211  2.396101156008089E+07   10.373387  4.301196  3.581758  6.6162098E-01  3.2425260E-01  6.7458147E-04  7.8979811E-05  3.5733464E-03  4.4734545E-03  7.7787029E-06  5.0577817E-06  1.8735091E-03  1.2131752E-04  1.144E-09  0.1050  3.581758   -6.518  3.268964  8.227538  0.0000000E+00  5.3780929E-01  4.0583507E-01  4.4226747E-13  4.8610249E-06  3.8330158E-02  1.9027943E-09  1.0646554E-05  1.8237588E-03  1.2751760E-02  1.920E-07  1.156E-08  1.272E-03  9.997E-01  1.001E+00  6.43E+01  0.00E+00  2.03E+00  0.045298  0.055721  0.0000000E+00  7.1703103518E-02       0.433   323.86   -6.0030   -4.8069    1.8585    1.6022    0.8579    1.7065    1.0283    0.1782    3.8319   -1.1961
212  2.397056493911128E+07   10.369774  4.301615  3.581824  6.6159969E-01  3.2427390E-01  6.7447437E-04  7.8974369E-05  3.5736719E-03  4.4732325E-03  7.7788841E-06  5.0570922E-06  1.8735069E-03  1.2131141E-04  1.140E-09  0.1053  3.581824   -6.516  3.268918  8.227992  0.0000000E+00  5.3367810E-01  4.0904700E-01  4.5070742E-13  4.8962175E-06  3.9249458E-02  1.9167251E-09  1.1168494E-05  1.8237596E-03  1.2750895E-02  1.906E-07  1.165E-08  1.272E-03  9.997E-01  1.001E+00  6.43E+01  0.00E+00  2.04E+00  0.045467  0.055821  0.0000000E+00  7.1494406592E-02       0.433   323.92   -6.0040   -4.8091    1.8579    1.6020    0.8576    1.7056    1.0280    0.1781    3.8302   -1.1949
213  2.398070181661436E+07   10.365779  4.302234  3.581721  6.6157947E-01  3.2429412E-01  6.7437278E-04  7.8969197E-05  3.5739808E-03  4.4730218E-03  7.7790558E-06  5.0564380E-06  1.8735048E-03  1.2130561E-04  1.135E-09  0.1056  3.581721   -6.516  3.268780  8.228454  0.0000000E+00  5.2953054E-01  4.1222563E-01  4.3768552E-13  5.1895353E-06  4.0218778E-02  1.9704700E-09  1.2531771E-05  1.8237603E-03  1.2748591E-02  1.889E-07  1.173E-08  1.271E-03  9.997E-01  1.001E+00  6.43E+01  0.00E+00  2.05E+00  0.045605  0.055942  0.0000000E+00  7.1263631105E-02       0.431   324.30   -6.0056   -4.8089    1.8588    1.6024    0.8581    1.7070    1.0285    0.1783    3.8328   -1.1967
214  2.399034044128528E+07   10.362059  4.302733  3.581782  6.6155951E-01  3.2431408E-01  6.7427281E-04  7.8964094E-05  3.5742850E-03  4.4728142E-03  7.7792247E-06  5.0557938E-06  1.8735027E-03  1.2129989E-04  1.130E-09  0.1059  3.581782   -6.515  3.268787  8.228935  0.0000000E+00  5.2543739E-01  4.1536518E-01  4.5583003E-13  4.2658885E-06  4.1171559E-02  1.9636804E-09  1.1589714E-05  1.8237611E-03  1.2751015E-02  1.874E-07  1.183E-08  1.271E-03  9.997E-01  1.001E+00  6.43E+01  0.00E+00  2.05E+00  0.045799  0.056049  0.0000000E+00  7.1049373754E-02       0.431   324.40   -6.0068   -4.8112    1.8582    1.6022    0.8578    1.7061    1.0283    0.1782    3.8313   -1.1957
215  2.400016901475452E+07   10.358393  4.303435  3.581904  6.6154424E-01  3.2432942E-01  6.7419625E-04  7.8960175E-05  3.5745181E-03  4.4726551E-03  7.7793539E-06  5.0553002E-06  1.8735011E-03  1.2129551E-04  1.125E-09  0.1062  3.581904   -6.514  3.268788  8.229422  0.0000000E+00  5.2132600E-01  4.1849846E-01  4.7713296E-13  4.9787087E-06  4.2149966E-02  1.9732324E-09  1.1587550E-05  1.8237619E-03  1.2749715E-02  1.859E-07  1.195E-08  1.271E-03  9.996E-01  1.001E+00  6.43E+01  0.00E+00  2.07E+00  0.046016  0.056178  0.0000000E+00  7.0839150380E-02       0.431   324.48   -6.0086   -4.8150    1.8570    1.6017    0.8572    1.7045    1.0277    0.1780    3.8282   -1.1936
216  2.401009189273195E+07   10.354518  4.303931  3.581982  6.6153080E-01  3.2434279E-01  6.7412939E-04  7.8956744E-05  3.5747217E-03  4.4725160E-03  7.7794666E-06  5.0548690E-06  1.8734998E-03  1.2129168E-04  1.119E-09  0.1064  3.581982   -6.513  3.268714  8.229880  0.0000000E+00  5.1723541E-01  4.2158737E-01  4.7729122E-13  4.8213455E-06  4.3151540E-02  1.9833910E-09  1.1803548E-05  1.8237628E-03  1.2749511E-02  1.844E-07  1.206E-08  1.271E-03  9.996E-01  1.001E+00  6.42E+01  0.00E+00  2.08E+00  0.046230  0.056282  0.0000000E+00  7.0616921135E-02       0.430   324.54   -6.0098   -4.8176    1.8563    1.6015    0.8568    1.7034    1.0274    0.1779    3.8263   -1.1923
217  2.402030032445341E+07   10.350414  4.304618  3.582053  6.6150545E-01  3.2436820E-01  6.7400295E-04  7.8950224E-05  3.5751074E-03  4.4722525E-03  7.7796795E-06  5.0540527E-06  1.8734972E-03  1.2128443E-04  1.114E-09  0.1067  3.582053   -6.512  3.268654  8.230346  0.0000000E+00  5.1313680E-01  4.2464895E-01  4.7420352E-13  5.1967190E-06  4.4188735E-02  2.0037960E-09  1.2100840E-05  1.8237637E-03  1.2748365E-02  1.828E-07  1.215E-08  1.270E-03  9.996E-01  1.001E+00  6.42E+01  0.00E+00  2.09E+00  0.046400  0.056413  0.0000000E+00  7.0381931999E-02       0.430   324.70   -6.0115   -4.8205    1.8556    1.6012    0.8565    1.7025    1.0271    0.1778    3.8245   -1.1911
218  2.403007692455998E+07   10.346467  4.305233  3.582092  6.6147497E-01  3.2439869E-01  6.7385137E-04  7.8942388E-05  3.5755700E-03  4.4719363E-03  7.7799343E-06  5.0530736E-06  1.8734940E-03  1.2127573E-04  1.112E-09  0.1071  3.582092   -6.511  3.268784  8.230844  0.0000000E+00  5.0902511E-01  4.2772666E-01  4.8785843E-13  3.8174312E-06  4.5221469E-02  1.9559291E-09  1.0408440E-05  1.8237647E-03  1.2752403E-02  1.813E-07  1.224E-08  1.270E-03  9.996E-01  1.001E+00  6.42E+01  0.00E+00  2.10E+00  0.046559  0.056526  0.0000000E+00  7.0156440569E-02       0.429   324.87   -6.0131   -4.8227    1.8552    1.6011    0.8563    1.7020    1.0270    0.1777    3.8236   -1.1904
219  2.403864271754771E+07   10.343141  4.305851  3.582106  6.6145925E-01  3.2441440E-01  6.7377316E-04  7.8938341E-05  3.5758087E-03  4.4717731E-03  7.7800658E-06  5.0525683E-06  1.8734924E-03  1.2127124E-04  1.107E-09  0.1074  3.582106   -6.510  3.269073  8.231336  0.0000000E+00  5.0489515E-01  4.3087204E-01  5.0850122E-13  3.0757332E-06  4.6205070E-02  1.8136080E-09  8.0564321E-06  1.8237658E-03  1.2756245E-02  1.800E-07  1.233E-08  1.271E-03  9.996E-01  1.001E+00  6.41E+01  0.00E+00  2.11E+00  0.046743  0.056636  0.0000000E+00  6.9967148457E-02       0.428   325.08   -6.0146   -4.8245    1.8550    1.6011    0.8562    1.7018    1.0269    0.1777    3.8232   -1.1902
220  2.404721999427088E+07   10.339900  4.306428  3.582158  6.6143383E-01  3.2443982E-01  6.7364713E-04  7.8931803E-05  3.5761937E-03  4.4715099E-03  7.7802774E-06  5.0517538E-06  1.8734897E-03  1.2126400E-04  1.105E-09  0.1077  3.582158   -6.509  3.269425  8.231797  0.0000000E+00  5.0076844E-01  4.3399927E-01  5.2487364E-13  3.4555024E-06  4.7204586E-02  1.7068305E-09  7.7153020E-06  1.8237668E-03  1.2755865E-02  1.787E-07  1.244E-08  1.271E-03  9.996E-01  1.001E+00  6.41E+01  0.00E+00  2.12E+00  0.046962  0.056737  0.0000000E+00  6.9783230268E-02       0.428   325.21   -6.0161   -4.8268    1.8545    1.6009    0.8559    1.7011    1.0267    0.1776    3.8219   -1.1893
221  2.405593427051792E+07   10.336706  4.307163  3.582185  6.6141134E-01  3.2446238E-01  6.7353531E-04  7.8925994E-05  3.5765353E-03  4.4712762E-03  7.7804650E-06  5.0510308E-06  1.8734874E-03  1.2125756E-04  1.103E-09  0.1081  3.582185   -6.508  3.269651  8.232267  0.0000000E+00  4.9667956E-01  4.3707021E-01  5.2873611E-13  3.2298836E-06  4.8222517E-02  1.6447629E-09  8.4521228E-06  1.8237678E-03  1.2755115E-02  1.776E-07  1.252E-08  1.271E-03  9.996E-01  1.001E+00  6.41E+01  0.00E+00  2.13E+00  0.047135  0.056848  0.0000000E+00  6.9602262820E-02       0.427   325.45   -6.0179   -4.8291    1.8542    1.6008    0.8558    1.7007    1.0266    0.1776    3.8213   -1.1889
222  2.406536479896986E+07   10.333444  4.307992  3.582255  6.6138763E-01  3.2448608E-01  6.7341790E-04  7.8919887E-05  3.5768941E-03  4.4710307E-03  7.7806619E-06  5.0502716E-06  1.8734850E-03  1.2125081E-04  1.101E-09  0.1084  3.582255   -6.506  3.269782  8.232736  0.0000000E+00  4.9255803E-01  4.4011389E-01  5.3697245E-13  3.3228013E-06  4.9300562E-02  1.6545381E-09  9.3094077E-06  1.8237688E-03  1.2753712E-02  1.764E-07  1.269E-08  1.271E-03  9.996E-01  1.001E+00  6.41E+01  0.00E+00  2.15E+00  0.047541  0.056958  0.0000000E+00  6.9417894494E-02       0.426   325.65   -6.0200   -4.8323    1.8535    1.6006    0.8555    1.6998    1.0263    0.1775    3.8196   -1.1877
223  2.407397228464048E+07   10.330282  4.308667  3.582329  6.6136735E-01  3.2450630E-01  6.7331774E-04  7.8914668E-05  3.5772004E-03  4.4708211E-03  7.7808298E-06  5.0496237E-06  1.8734829E-03  1.2124503E-04  1.098E-09  0.1088  3.582329   -6.505  3.270076  8.233220  0.0000000E+00  4.8844069E-01  4.4317914E-01  5.4574169E-13  2.6666762E-06  5.0351868E-02  1.5862215E-09  7.8523148E-06  1.8237699E-03  1.2756311E-02  1.752E-07  1.283E-08  1.271E-03  9.996E-01  1.001E+00  6.41E+01  0.00E+00  2.17E+00  0.047834  0.057065  0.0000000E+00  6.9239116328E-02       0.426   325.79   -6.0217   -4.8352    1.8528    1.6003    0.8551    1.6988    1.0260    0.1773    3.8178   -1.1864
224  2.408228177641236E+07   10.327124  4.309417  3.582373  6.6134834E-01  3.2452537E-01  6.7322370E-04  7.8909761E-05  3.5774880E-03  4.4706243E-03  7.7809872E-06  5.0490152E-06  1.8734809E-03  1.2123961E-04  1.095E-09  0.1092  3.582373   -6.504  3.270364  8.233703  0.0000000E+00  4.8431052E-01  4.4625379E-01  5.5185284E-13  2.7891393E-06  5.1407163E-02  1.5022183E-09  6.7935626E-06  1.8237710E-03  1.2757195E-02  1.741E-07  1.291E-08  1.272E-03  9.996E-01  1.001E+00  6.40E+01  0.00E+00  2.17E+00  0.048026  0.057176  0.0000000E+00  6.9060861618E-02       0.425   326.01   -6.0235   -4.8378    1.8524    1.6002    0.8549    1.6982    1.0258    0.1773    3.8167   -1.1857
225  2.409050711160048E+07   10.323961  4.310365  3.582369  6.6132958E-01  3.2454413E-01  6.7313098E-04  7.8904914E-05  3.5777718E-03  4.4704300E-03  7.7811423E-06  5.0484150E-06  1.8734790E-03  1.2123427E-04  1.092E-09  0.1095  3.582369   -6.502  3.270606  8.234189  0.0000000E+00  4.8019125E-01  4.4930516E-01  5.6205203E-13  2.4632284E-06  5.2474697E-02  1.4242997E-09  6.3918626E-06  1.8237722E-03  1.2757977E-02  1.730E-07  1.303E-08  1.272E-03  9.996E-01  1.001E+00  6.40E+01  0.00E+00  2.19E+00  0.048348  0.057299  0.0000000E+00  6.8882489522E-02       0.424   326.37   -6.0259   -4.8401    1.8524    1.6002    0.8549    1.6983    1.0259    0.1773    3.8168   -1.1858
226  2.409964776672885E+07   10.320239  4.311417  3.582448  6.6131038E-01  3.2456334E-01  6.7303617E-04  7.8899951E-05  3.5780620E-03  4.4702313E-03  7.7813009E-06  5.0478012E-06  1.8734770E-03  1.2122880E-04  1.088E-09  0.1098  3.582448   -6.500  3.270672  8.234666  0.0000000E+00  4.7607631E-01  4.5227231E-01  5.5065739E-13  3.1417489E-06  5.3623038E-02  1.4389268E-09  7.5378777E-06  1.8237734E-03  1.2755277E-02  1.716E-07  1.321E-08  1.272E-03  9.995E-01  1.001E+00  6.40E+01  0.00E+00  2.21E+00  0.048766  0.057442  0.0000000E+00  6.8673026211E-02       0.423   326.64   -6.0285   -4.8441    1.8516    1.6000    0.8545    1.6972    1.0255    0.1772    3.8149   -1.1845
227  2.410843092611948E+07   10.316682  4.312642  3.582521  6.6129086E-01  3.2458292E-01  6.7293968E-04  7.8894892E-05  3.5783576E-03  4.4700289E-03  7.7814621E-06  5.0471762E-06  1.8734750E-03  1.2122323E-04  1.084E-09  0.1102  3.582521   -6.498  3.270852  8.235170  0.0000000E+00  4.7199507E-01  4.5521366E-01  5.6310584E-13  2.9366168E-06  5.4762657E-02  1.4117825E-09  7.1316574E-06  1.8237747E-03  1.2755860E-02  1.703E-07  1.343E-08  1.273E-03  9.995E-01  1.001E+00  6.39E+01  0.00E+00  2.25E+00  0.049389  0.057592  0.0000000E+00  6.8472841940E-02       0.422   326.99   -6.0316   -4.8484    1.8509    1.5997    0.8541    1.6963    1.0253    0.1771    3.8132   -1.1833
228  2.411775972767628E+07   10.312797  4.314092  3.582601  6.6127539E-01  3.2459832E-01  6.7286370E-04  7.8890905E-05  3.5785903E-03  4.4698696E-03  7.7815890E-06  5.0466841E-06  1.8734733E-03  1.2121885E-04  1.078E-09  0.1107  3.582601   -6.496  3.270926  8.235680  0.0000000E+00  4.6783998E-01  4.5815927E-01  5.6078161E-13  2.9880455E-06  5.5972152E-02  1.4116078E-09  7.5462746E-06  1.8237761E-03  1.2755024E-02  1.689E-07  1.374E-08  1.273E-03  9.995E-01  1.001E+00  6.39E+01  0.00E+00  2.28E+00  0.050238  0.057756  0.0000000E+00  6.8254407844E-02       0.421   327.42   -6.0352   -4.8533    1.8501    1.5995    0.8537    1.6952    1.0249    0.1769    3.8113   -1.1819
