line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    7.999717  3.420288  4.360490  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164103E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625423E-04  4.3373812E-05  0.000E+00  0.3196  4.360490  -10.743  1.255085  7.525253  7.3956810E-01  2.5638277E-01  9.3354596E-06  2.5196145E-06  1.3541693E-03  1.1649426E-03  5.3096635E-06  7.8034925E-09  5.3625424E-04  4.3373812E-05  0.000E+00  2.115E-04  2.053E-04  7.416E-01  1.609E+00  6.13E+02  0.00E+00  5.40E+02  0.978451  0.009140 -1.8350591E+00  9.7874959406E-02       4.473     2.71   -3.8007   -1.3958   -0.8910   -0.2640   -0.1121   -0.3320   -0.1618   -0.0248   -0.6804   -2.4049
  2  9.874975482055566E+05    7.999604  3.425750  4.376441  7.4257140E-01  2.5338650E-01  6.5232928E-04  7.9164106E-06  1.8821658E-04  1.6338501E-03  6.4731466E-07  3.6856402E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3186  4.376441  -10.836  1.234382  7.519742  7.3128959E-01  2.6472573E-01  1.1959962E-05  3.2149778E-06  1.7975442E-03  6.5576352E-04  3.2953661E-06  3.2940816E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.734E-04  2.232E-04  8.655E-01  1.168E+00  6.06E+02  0.00E+00  3.85E+02  0.824750  0.009254  0.0000000E+00  9.7849010842E-02       4.455     2.77   -3.8144   -1.3352   -0.9153   -0.2706   -0.1153   -0.3397   -0.1664   -0.0261   -0.7019   -2.4792
  3  1.814510150834452E+06    7.999582  3.430793  4.375174  7.4257140E-01  2.5338650E-01  6.5232884E-04  7.9166664E-06  1.8821683E-04  1.6338500E-03  6.4731484E-07  3.6856393E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3164  4.375174  -10.821  1.227223  7.518326  7.2311907E-01  2.7292587E-01  1.3199452E-05  3.5474429E-06  2.0009374E-03  4.2228349E-04  2.1962448E-06  2.0103708E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.692E-04  2.204E-04  8.674E-01  1.165E+00  6.02E+02  0.00E+00  3.80E+02  0.820591  0.009363  0.0000000E+00  9.7846305835E-02       4.444     2.81   -3.8270   -1.3534   -0.9136   -0.2701   -0.1151   -0.3392   -0.1661   -0.0260   -0.7005   -2.4735
  4  2.626402671955853E+06    7.999559  3.435931  4.374268  7.4257137E-01  2.5338655E-01  6.5229869E-04  7.9291566E-06  1.8824135E-04  1.6338473E-03  6.4733702E-07  3.6855615E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3140  4.374268  -10.791  1.223912  7.518183  7.1504049E-01  2.8102015E-01  1.3898919E-05  3.7347617E-06  2.1085980E-03  2.9866865E-04  1.5685917E-06  1.3687816E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.671E-04  2.184E-04  8.668E-01  1.204E+00  5.99E+02  0.00E+00  3.79E+02  0.821891  0.009476  0.0000000E+00  9.7843463068E-02       4.435     2.84   -3.8398   -1.3711   -0.9122   -0.2698   -0.1149   -0.3388   -0.1658   -0.0260   -0.6993   -2.4688
  5  3.458698946014864E+06    7.999535  3.441325  4.373610  7.4257086E-01  2.5338704E-01  6.5199446E-04  8.0239651E-06  1.8853971E-04  1.6337983E-03  6.4766587E-07  3.6846545E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3117  4.373610  -10.772  1.221995  7.518534  7.0685744E-01  2.8921247E-01  1.4330010E-05  3.8505553E-06  2.1719756E-03  2.2588120E-04  1.1834517E-06  1.0146949E-09  5.3625424E-04  4.3373812E-05  0.000E+00  1.653E-04  2.168E-04  8.661E-01  1.205E+00  5.97E+02  0.00E+00  3.78E+02  0.823490  0.009595  0.0000000E+00  9.7840418310E-02       4.428     2.86   -3.8533   -1.3885   -0.9112   -0.2695   -0.1148   -0.3384   -0.1656   -0.0259   -0.6983   -2.4648
  6  4.286988324253183E+06    7.999510  3.446834  4.373066  7.4256813E-01  2.5338970E-01  6.5075239E-04  8.3323198E-06  1.8990568E-04  1.6335233E-03  6.4945097E-07  3.6805914E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3095  4.373066  -10.752  1.220723  7.519087  6.9863361E-01  2.9744232E-01  1.4608303E-05  3.9256185E-06  2.2131370E-03  1.7861442E-04  9.2952277E-07  8.1080237E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.636E-04  2.153E-04  8.651E-01  1.207E+00  5.94E+02  0.00E+00  3.78E+02  0.825381  0.009719  0.0000000E+00  9.7837225677E-02       4.421     2.88   -3.8671   -1.4057   -0.9103   -0.2693   -0.1147   -0.3382   -0.1655   -0.0258   -0.6975   -2.4614
  7  5.098676337716009E+06    7.999484  3.452235  4.372577  7.4256043E-01  2.5339726E-01  6.4786980E-04  8.9197773E-06  1.9333394E-04  1.6327435E-03  6.5448132E-07  3.6705248E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3072  4.372577  -10.733  1.219766  7.519760  6.9053723E-01  3.0554256E-01  1.4812606E-05  3.9804667E-06  2.2390634E-03  1.4879736E-04  7.6659569E-07  6.7027059E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.622E-04  2.139E-04  8.642E-01  1.208E+00  5.92E+02  0.00E+00  3.78E+02  0.827429  0.009841  0.0000000E+00  9.7833975119E-02       4.414     2.91   -3.8806   -1.4222   -0.9096   -0.2690   -0.1146   -0.3379   -0.1653   -0.0258   -0.6968   -2.4584
  8  5.914002811766845E+06    7.999457  3.457776  4.372109  7.4254455E-01  2.5341289E-01  6.4268958E-04  9.8140368E-06  1.9982582E-04  1.6311578E-03  6.6499960E-07  3.6515405E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3050  4.372109  -10.713  1.219058  7.520513  6.8235771E-01  3.1372457E-01  1.4951837E-05  4.0183980E-06  2.2562682E-03  1.2900549E-04  6.5667047E-07  5.7811150E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.607E-04  2.127E-04  8.632E-01  1.210E+00  5.90E+02  0.00E+00  3.78E+02  0.829539  0.009968  0.0000000E+00  9.7830527989E-02       4.407     2.93   -3.8944   -1.4390   -0.9088   -0.2688   -0.1145   -0.3377   -0.1652   -0.0258   -0.6962   -2.4555
  9  6.713791102468239E+06    7.999430  3.463341  4.371674  7.4251788E-01  2.5343911E-01  6.3500893E-04  1.0948234E-05  2.0983907E-04  1.6285941E-03  6.8248352E-07  3.6223371E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3029  4.371674  -10.694  1.218519  7.521322  6.7422969E-01  3.2185438E-01  1.5080003E-05  4.0523939E-06  2.2683061E-03  1.1510778E-04  5.7937388E-07  5.0689757E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.593E-04  2.115E-04  8.621E-01  1.212E+00  5.88E+02  0.00E+00  3.78E+02  0.831628  0.010097  0.0000000E+00  9.7826948193E-02       4.401     2.95   -3.9084   -1.4556   -0.9082   -0.2687   -0.1144   -0.3375   -0.1651   -0.0257   -0.6955   -2.4527
 10  7.513154366674302E+06    7.999401  3.468965  4.371235  7.4247702E-01  2.5347936E-01  6.2460383E-04  1.2278038E-05  2.2383832E-04  1.6248742E-03  7.0830246E-07  3.5814876E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.3006  4.371235  -10.674  1.218020  7.522185  6.6604865E-01  3.3003671E-01  1.5173121E-05  4.0777806E-06  2.2770001E-03  1.0506957E-04  5.2271148E-07  4.6181759E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.579E-04  2.102E-04  8.610E-01  1.214E+00  5.85E+02  0.00E+00  3.78E+02  0.833933  0.010230  0.0000000E+00  9.7823228609E-02       4.394     2.97   -3.9224   -1.4724   -0.9075   -0.2685   -0.1143   -0.3372   -0.1649   -0.0257   -0.6949   -2.4500
 11  8.295197364725129E+06    7.999372  3.474565  4.370769  7.4242187E-01  2.5353374E-01  6.1230070E-04  1.3646019E-05  2.4083530E-04  1.6202150E-03  7.4098845E-07  3.5318544E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2987  4.370769  -10.654  1.217641  7.523042  6.5793687E-01  3.3814945E-01  1.5249984E-05  4.0989612E-06  2.2835790E-03  9.7463863E-05  4.7843564E-07  4.2631132E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.565E-04  2.091E-04  8.598E-01  1.217E+00  5.83E+02  0.00E+00  3.78E+02  0.836366  0.010364  0.0000000E+00  9.7819332708E-02       4.387     3.00   -3.9364   -1.4893   -0.9068   -0.2683   -0.1142   -0.3370   -0.1648   -0.0256   -0.6943   -2.4471
 12  9.079617189915748E+06    7.999342  3.480287  4.370382  7.4235026E-01  2.5360451E-01  5.9834036E-04  1.5004772E-05  2.6055350E-04  1.6146684E-03  7.8048099E-07  3.4742359E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2967  4.370382  -10.633  1.217335  7.523953  6.4973506E-01  3.4635193E-01  1.5324544E-05  4.1190428E-06  2.2877157E-03  9.2637831E-05  4.5095891E-07  4.0468187E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.551E-04  2.079E-04  8.589E-01  1.218E+00  5.81E+02  0.00E+00  3.78E+02  0.838252  0.010501  0.0000000E+00  9.7815400029E-02       4.381     3.02   -3.9507   -1.5061   -0.9062   -0.2681   -0.1141   -0.3368   -0.1647   -0.0256   -0.6937   -2.4447
 13  9.845273951104231E+06    7.999310  3.485893  4.369923  7.4225946E-01  2.5369435E-01  5.8311131E-04  1.6301136E-05  2.8252246E-04  1.6083186E-03  8.2564766E-07  3.4099249E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2946  4.369923  -10.613  1.217089  7.524935  6.4156752E-01  3.5452017E-01  1.5412495E-05  4.1429286E-06  2.2924936E-03  8.7063274E-05  4.1627553E-07  3.7732959E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.538E-04  2.068E-04  8.576E-01  1.221E+00  5.79E+02  0.00E+00  3.78E+02  0.840842  0.010638  0.0000000E+00  9.7811171116E-02       4.374     3.04   -3.9647   -1.5229   -0.9055   -0.2679   -0.1140   -0.3366   -0.1645   -0.0256   -0.6931   -2.4418
 14  1.059213362028435E+07    7.999279  3.491478  4.369550  7.4215308E-01  2.5379971E-01  5.6729167E-04  1.7494395E-05  3.0569866E-04  1.6015017E-03  8.7485351E-07  3.3419406E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2926  4.369550  -10.594  1.216892  7.525897  6.3340320E-01  3.6268510E-01  1.5493937E-05  4.1647380E-06  2.2960174E-03  8.2923314E-05  3.9219622E-07  3.5693740E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.525E-04  2.057E-04  8.565E-01  1.223E+00  5.77E+02  0.00E+00  3.78E+02  0.842961  0.010776  0.0000000E+00  9.7806961252E-02       4.367     3.07   -3.9787   -1.5392   -0.9049   -0.2677   -0.1139   -0.3364   -0.1644   -0.0255   -0.6925   -2.4395
 15  1.132225157581129E+07    7.999246  3.497061  4.369163  7.4201979E-01  2.5393196E-01  5.5064734E-04  1.8582356E-05  3.3058348E-04  1.5939607E-03  9.2874038E-07  3.2689390E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2905  4.369163  -10.575  1.216807  7.526911  6.2527240E-01  3.7081629E-01  1.5549611E-05  4.1798987E-06  2.2990305E-03  7.9406644E-05  3.7116319E-07  3.3950734E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.512E-04  2.046E-04  8.553E-01  1.225E+00  5.74E+02  0.00E+00  3.78E+02  0.845208  0.010915  0.0000000E+00  9.7802570474E-02       4.361     3.09   -3.9927   -1.5556   -0.9044   -0.2676   -0.1139   -0.3362   -0.1643   -0.0255   -0.6920   -2.4370
 16  1.203489446087877E+07    7.999214  3.502559  4.368767  7.4186748E-01  2.5408316E-01  5.3398254E-04  1.9543181E-05  3.5585709E-04  1.5861563E-03  9.8496839E-07  3.1947300E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2884  4.368767  -10.555  1.216722  7.527923  6.1712314E-01  3.7896591E-01  1.5615582E-05  4.1985424E-06  2.3013158E-03  7.6699421E-05  3.5469748E-07  3.2690821E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.499E-04  2.035E-04  8.543E-01  1.227E+00  5.72E+02  0.00E+00  3.78E+02  0.847156  0.011053  0.0000000E+00  9.7798232062E-02       4.355     3.11   -4.0064   -1.5718   -0.9038   -0.2674   -0.1138   -0.3360   -0.1642   -0.0255   -0.6914   -2.4345
 17  1.273661996807431E+07    7.999181  3.507964  4.368333  7.4168361E-01  2.5426601E-01  5.1688005E-04  2.0395281E-05  3.8226727E-04  1.5777695E-03  1.0441457E-06  3.1171709E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2861  4.368333  -10.537  1.216626  7.528916  6.0894870E-01  3.8714076E-01  1.5680232E-05  4.2160949E-06  2.3037649E-03  7.3810342E-05  3.3587559E-07  3.1233188E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.486E-04  2.024E-04  8.532E-01  1.229E+00  5.70E+02  0.00E+00  3.78E+02  0.849314  0.011192  0.0000000E+00  9.7793582575E-02       4.348     3.14   -4.0199   -1.5880   -0.9031   -0.2672   -0.1137   -0.3358   -0.1641   -0.0254   -0.6908   -2.4319
 18  1.341421253990466E+07    7.999146  3.513356  4.367892  7.4148002E-01  2.5446858E-01  4.9989276E-04  2.1142378E-05  4.0878843E-04  1.5692290E-03  1.1048552E-06  3.0391940E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2843  4.367892  -10.518  1.216686  7.529961  6.0073590E-01  3.9535393E-01  1.5764268E-05  4.2389779E-06  2.3059748E-03  7.1159897E-05  3.1945097E-07  3.0052926E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.473E-04  2.014E-04  8.520E-01  1.231E+00  5.68E+02  0.00E+00  3.78E+02  0.851506  0.011332  0.0000000E+00  9.7788811321E-02       4.342     3.16   -4.0334   -1.6042   -0.9025   -0.2670   -0.1136   -0.3356   -0.1639   -0.0254   -0.6902   -2.4292
 19  1.408531102491458E+07    7.999111  3.518771  4.367420  7.4125264E-01  2.5469495E-01  4.8314744E-04  2.1779530E-05  4.3527816E-04  1.5605343E-03  1.1666484E-06  2.9613210E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2820  4.367420  -10.499  1.216569  7.530936  5.9264113E-01  4.0344878E-01  1.5819990E-05  4.2538273E-06  2.3066195E-03  7.0336707E-05  3.1292682E-07  2.9567367E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.461E-04  2.002E-04  8.508E-01  1.234E+00  5.66E+02  0.00E+00  3.78E+02  0.853765  0.011474  0.0000000E+00  9.7783939270E-02       4.335     3.18   -4.0469   -1.6206   -0.9018   -0.2668   -0.1135   -0.3354   -0.1638   -0.0254   -0.6896   -2.4263
 20  1.474071848565673E+07    7.999076  3.524123  4.367003  7.4100336E-01  2.5494326E-01  4.6725709E-04  2.2289474E-05  4.6079885E-04  1.5519598E-03  1.2272595E-06  2.8863606E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2800  4.367003  -10.481  1.216617  7.531942  5.8439665E-01  4.1169353E-01  1.5888472E-05  4.2725914E-06  2.3084066E-03  6.8192340E-05  2.9965389E-07  2.8581599E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.448E-04  1.992E-04  8.498E-01  1.235E+00  5.64E+02  0.00E+00  3.78E+02  0.855581  0.011615  0.0000000E+00  9.7778999592E-02       4.329     3.21   -4.0603   -1.6365   -0.9012   -0.2666   -0.1134   -0.3351   -0.1637   -0.0253   -0.6890   -2.4238
 21  1.538489268737461E+07    7.999040  3.529504  4.366561  7.4072488E-01  2.5522076E-01  4.5125340E-04  2.2728197E-05  4.8679051E-04  1.5430847E-03  1.2897331E-06  2.8100133E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2780  4.366561  -10.462  1.216679  7.532974  5.7630310E-01  4.1978720E-01  1.5952840E-05  4.2901835E-06  2.3088541E-03  6.7579363E-05  2.9339113E-07  2.8263290E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.434E-04  1.981E-04  8.489E-01  1.237E+00  5.62E+02  0.00E+00  3.78E+02  0.857348  0.011760  0.0000000E+00  9.7773849238E-02       4.322     3.23   -4.0738   -1.6527   -0.9005   -0.2665   -0.1133   -0.3349   -0.1635   -0.0253   -0.6884   -2.4211
 22  1.598870879635133E+07    7.999005  3.534592  4.366047  7.4043581E-01  2.5550897E-01  4.3654490E-04  2.3059190E-05  5.1098956E-04  1.5346594E-03  1.3491220E-06  2.7389783E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2759  4.366047  -10.445  1.216757  7.533859  5.6818378E-01  4.2790688E-01  1.6012384E-05  4.3060683E-06  2.3109783E-03  6.5065189E-05  2.8022969E-07  2.7096064E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.422E-04  1.971E-04  8.478E-01  1.240E+00  5.60E+02  0.00E+00  3.78E+02  0.859306  0.011897  0.0000000E+00  9.7768901009E-02       4.316     3.25   -4.0865   -1.6684   -0.8998   -0.2662   -0.1132   -0.3347   -0.1634   -0.0253   -0.6877   -2.4181
 23  1.660492498106375E+07    7.998968  3.539875  4.365557  7.4011803E-01  2.5582596E-01  4.2191724E-04  2.3327049E-05  5.3531437E-04  1.5260586E-03  1.4099621E-06  2.6675817E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2737  4.365557  -10.427  1.216885  7.534878  5.6001708E-01  4.3607366E-01  1.6058124E-05  4.3193159E-06  2.3117127E-03  6.4154815E-05  2.7361386E-07  2.6587182E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.409E-04  1.960E-04  8.467E-01  1.242E+00  5.57E+02  0.00E+00  3.78E+02  0.861335  0.012041  0.0000000E+00  9.7763614716E-02       4.309     3.28   -4.0997   -1.6845   -0.8990   -0.2660   -0.1131   -0.3344   -0.1632   -0.0252   -0.6870   -2.4152
 24  1.720533047783735E+07    7.998931  3.545119  4.365024  7.3978704E-01  2.5615616E-01  4.0734847E-04  2.3546370E-05  5.5972915E-04  1.5173355E-03  1.4710725E-06  2.5959089E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2715  4.365024  -10.410  1.217053  7.535836  5.5182522E-01  4.4426561E-01  1.6120192E-05  4.3359383E-06  2.3120885E-03  6.3625895E-05  2.6958407E-07  2.6343781E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.397E-04  1.949E-04  8.455E-01  1.244E+00  5.55E+02  0.00E+00  3.78E+02  0.863390  0.012185  0.0000000E+00  9.7758246775E-02       4.303     3.30   -4.1128   -1.7007   -0.8983   -0.2658   -0.1130   -0.3342   -0.1631   -0.0252   -0.6863   -2.4121
 25  1.781885423758897E+07    7.998891  3.550513  4.364476  7.3939347E-01  2.5654899E-01  3.9305694E-04  2.3676479E-05  5.8412206E-04  1.5083737E-03  1.5349379E-06  2.5243643E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2696  4.364476  -10.392  1.217191  7.536839  5.4364914E-01  4.5244164E-01  1.6186949E-05  4.3538893E-06  2.3115348E-03  6.4149174E-05  2.6795514E-07  2.6517245E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.384E-04  1.937E-04  8.443E-01  1.246E+00  5.53E+02  0.00E+00  3.78E+02  0.865499  0.012336  0.0000000E+00  9.7752428659E-02       4.296     3.33   -4.1263   -1.7174   -0.8975   -0.2656   -0.1129   -0.3339   -0.1629   -0.0251   -0.6855   -2.4089
 26  1.837789929223216E+07    7.998853  3.555519  4.363920  7.3902276E-01  2.5691908E-01  3.7986867E-04  2.3762705E-05  6.0675630E-04  1.5000028E-03  1.5942163E-06  2.4579340E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2674  4.363920  -10.374  1.217475  7.537782  5.3551470E-01  4.6057633E-01  1.6221993E-05  4.3643986E-06  2.3132200E-03  6.2173269E-05  2.5751371E-07  2.5493978E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.371E-04  1.928E-04  8.432E-01  1.248E+00  5.51E+02  0.00E+00  3.78E+02  0.867462  0.012477  0.0000000E+00  9.7746873428E-02       4.289     3.36   -4.1388   -1.7331   -0.8967   -0.2653   -0.1128   -0.3336   -0.1628   -0.0251   -0.6848   -2.4057
 27  1.894004953151410E+07    7.998813  3.560597  4.363442  7.3860713E-01  2.5733407E-01  3.6684258E-04  2.3790963E-05  6.2939610E-04  1.4914779E-03  1.6557081E-06  2.3914743E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2653  4.363442  -10.358  1.217691  7.538733  5.2736185E-01  4.6872927E-01  1.6279085E-05  4.3799716E-06  2.3136214E-03  6.1623510E-05  2.5296903E-07  2.5212068E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.358E-04  1.917E-04  8.423E-01  1.250E+00  5.49E+02  0.00E+00  3.78E+02  0.868964  0.012623  0.0000000E+00  9.7740975602E-02       4.283     3.38   -4.1515   -1.7486   -0.8960   -0.2651   -0.1127   -0.3334   -0.1626   -0.0250   -0.6842   -2.4029
 28  1.948926780227997E+07    7.998772  3.565638  4.362916  7.3817569E-01  2.5776491E-01  3.5436590E-04  2.3772726E-05  6.5130899E-04  1.4831062E-03  1.7164449E-06  2.3271343E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2630  4.362916  -10.341  1.217985  7.539703  5.1914527E-01  4.7694607E-01  1.6359990E-05  4.4014696E-06  2.3149156E-03  6.0019879E-05  2.4263446E-07  2.4499945E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.346E-04  1.906E-04  8.414E-01  1.252E+00  5.47E+02  0.00E+00  3.77E+02  0.870525  0.012769  0.0000000E+00  9.7734975208E-02       4.276     3.41   -4.1641   -1.7643   -0.8952   -0.2649   -0.1126   -0.3332   -0.1625   -0.0250   -0.6834   -2.3998
 29  2.000759271656673E+07    7.998734  3.570443  4.362365  7.3774795E-01  2.5819221E-01  3.4297648E-04  2.3720843E-05  6.7147247E-04  1.4753222E-03  1.7744008E-06  2.2678704E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2608  4.362365  -10.325  1.218384  7.540642  5.1100305E-01  4.8508852E-01  1.6429895E-05  4.4202774E-06  2.3162706E-03  5.8363048E-05  2.3403292E-07  2.3799285E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.333E-04  1.897E-04  8.406E-01  1.254E+00  5.45E+02  0.00E+00  3.77E+02  0.871906  0.012908  0.0000000E+00  9.7729277718E-02       4.270     3.43   -4.1761   -1.7794   -0.8944   -0.2647   -0.1125   -0.3329   -0.1623   -0.0250   -0.6827   -2.3967
 30  2.053820717062201E+07    7.998692  3.575433  4.361710  7.3727642E-01  2.5866319E-01  3.3059516E-04  2.3631270E-05  6.9354397E-04  1.4667279E-03  1.8369722E-06  2.2029585E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2587  4.361710  -10.309  1.218814  7.541622  5.0281977E-01  4.9327179E-01  1.6487000E-05  4.4359844E-06  2.3160682E-03  5.8501618E-05  2.3113565E-07  2.3753788E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.320E-04  1.886E-04  8.393E-01  1.256E+00  5.43E+02  0.00E+00  3.77E+02  0.874139  0.013056  0.0000000E+00  9.7722831313E-02       4.263     3.46   -4.1886   -1.7955   -0.8935   -0.2644   -0.1124   -0.3326   -0.1621   -0.0249   -0.6818   -2.3930
 31  2.105739987884169E+07    7.998650  3.580342  4.361098  7.3680692E-01  2.5913223E-01  3.1957891E-04  2.3513869E-05  7.1336799E-04  1.4589114E-03  1.8966491E-06  2.1445844E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2566  4.361098  -10.293  1.219232  7.542578  4.9468157E-01  5.0141003E-01  1.6541526E-05  4.4510168E-06  2.3159970E-03  5.8493263E-05  2.2950361E-07  2.3684206E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.308E-04  1.875E-04  8.382E-01  1.258E+00  5.41E+02  0.00E+00  3.76E+02  0.875878  0.013201  0.0000000E+00  9.7716565663E-02       4.256     3.49   -4.2009   -1.8112   -0.8926   -0.2642   -0.1122   -0.3323   -0.1619   -0.0249   -0.6810   -2.3896
 32  2.154874142725449E+07    7.998609  3.585077  4.360503  7.3632707E-01  2.5961168E-01  3.0940502E-04  2.3365761E-05  7.3190218E-04  1.4514809E-03  1.9544896E-06  2.0899885E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2542  4.360503  -10.277  1.219724  7.543547  4.8650076E-01  5.0959104E-01  1.6614543E-05  4.4708056E-06  2.3172383E-03  5.6961158E-05  2.2082063E-07  2.3033012E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.295E-04  1.865E-04  8.373E-01  1.261E+00  5.39E+02  0.00E+00  3.76E+02  0.877359  0.013344  0.0000000E+00  9.7710255110E-02       4.250     3.51   -4.2127   -1.8264   -0.8918   -0.2639   -0.1121   -0.3320   -0.1618   -0.0248   -0.6803   -2.3863
 33  2.202430006811258E+07    7.998570  3.589692  4.359917  7.3583904E-01  2.6009935E-01  2.9955385E-04  2.3201298E-05  7.4994711E-04  1.4441975E-03  2.0125225E-06  2.0367691E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2520  4.359917  -10.263  1.220316  7.544508  4.7836455E-01  5.1772743E-01  1.6672131E-05  4.4866854E-06  2.3183616E-03  5.5587896E-05  2.1357902E-07  2.2374906E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.283E-04  1.855E-04  8.365E-01  1.262E+00  5.37E+02  0.00E+00  3.75E+02  0.878708  0.013482  0.0000000E+00  9.7704254712E-02       4.243     3.54   -4.2242   -1.8411   -0.8909   -0.2637   -0.1120   -0.3317   -0.1616   -0.0248   -0.6795   -2.3831
 34  2.249905191919001E+07    7.998528  3.594392  4.359334  7.3533689E-01  2.6060117E-01  2.8957558E-04  2.3011979E-05  7.6832985E-04  1.4367280E-03  2.0714624E-06  1.9824947E-06  5.3625424E-04  4.3373812E-05  0.000E+00  0.2500  4.359334  -10.248  1.220961  7.545476  4.7032224E-01  5.2576979E-01  1.6721208E-05  4.5006371E-06  2.3183371E-03  5.5534706E-05  2.1196208E-07  2.2297502E-10  5.3625424E-04  4.3373812E-05  0.000E+00  1.271E-04  1.846E-04  8.356E-01  1.264E+00  5.35E+02  0.00E+00  3.75E+02  0.880117  0.013625  0.0000000E+00  9.7697762039E-02       4.237     3.56   -4.2360   -1.8561   -0.8901   -0.2634   -0.1119   -0.3314   -0.1614   -0.0247   -0.6787   -2.3799
