 8530  0.0468
 8540  0.0458
 8550  0.0449
 8560  0.0439
 8570  0.0429
 8580  0.0421
 8590  0.0413
 8600  0.041
 8610  0.041
 8620  0.0399
 8630  0.0392
 8640  0.0383
 8650  0.0377
 8660  0.037
 8670  0.036
 8680  0.0351
 8690  0.034
 8700  0.0338
 8710  0.0329
 8720  0.0319
 8730  0.0317
 8740  0.0306
 8750  0.03
 8760  0.0292
 8770  0.0287
 8780  0.0281
 8790  0.0274
 8800  0.0273
 8810  0.0265
 8820  0.0257
 8830  0.0252
 8840  0.0247
 8850  0.0243
 8860  0.0238
 8870  0.023
 8880  0.0223
 8890  0.0222
 8900  0.022
 8910  0.0212
 8920  0.0207
 8930  0.0202
 8940  0.0199
 8950  0.0193
 8960  0.019
 8970  0.0185
 8980  0.0182
 8990  0.0176
 9000  0.0176
 9010  0.017
 9020  0.0164
 9030  0.0163
 9040  0.0158
 9050  0.0159
 9060  0.0155
 9070  0.0148
 9080  0.0141
 9090  0.0138
 9100  0.0144
 9110  0.0134
 9120  0.0132
 9130  0.0129
 9140  0.0126
 9150  0.0121
 9160  0.0113
 9170  0.0115
 9180  0.0116
 9190  0.0115
 9200  0.0116
 9210  0.0112
 9220  0.0108
 9230  0.0105
 9240  0.0105
 9250  0.0101
 9260  0.0095
 9270  0.0094
 9280  0.0095
 9290  0.009
 9300  0.0092
 9310  0.0092
 9320  0.0088
 9330  0.0083
 9340  0.0082
 9350  0.0082
 9360  0.0078
 9370  0.0077
 9380  0.0075
 9390  0.0074
 9400  0.0074
 9410  0.0073
 9420  0.0072
 9430  0.0069
 9440  0.0062
 9450  0.0066
 9460  0.0067
 9470  0.0065
 9480  0.0062
 9490  0.0059
 9500  0.006
 9510  0.0054
 9520  0.0059
 9530  0.0059
 9540  0.0054
 9550  0.0052
 9560  0.0052
 9570  0.0051
 9580  0.0049
 9590  0.0048
 9600  0.0052
 9610  0.0051
 9620  0.0046
 9630  0.0046
 9640  0.0046
 9650  0.0047
 9660  0.0043
 9670  0.0044
 9680  0.0044
 9690  0.0039
 9700  0.004
 9710  0.0039
 9720  0.004
 9730  0.0036
 9740  0.0038
 9750  0.0035
 9760  0.0035
 9770  0.004
 9780  0.0035
 9790  0.0034
 9800  0.0033
 9810  0.0033
 9820  0.0031
 9830  0.0033
 9840  0.0032
 9850  0.003
 9860  0.0033
 9870  0.0032
 9880  0.003
 9890  0.0026
 9900  0.0026
 9910  0.0029
 9920  0.0026
 9930  0.0027
 9940  0.003
 9950  0.0027
 9960  0.0027
 9970  0.0026
 9980  0.0023
 9990  0.0021
10000  0.0025
10010  0.0021
10020  0.0018
10030  0.0024
10040  0.0026
10050  0.0024
10060  0.0024
10070  0.0021
10080  0.0016
10090  0.0021
10100  0.0025
10110  0.0018
10120  0.0019
10130  0.0021
10140  0.0018
10150  0.0017
10160  0.0014
10170  0.0018
10180  0.0022
10190  0.0017
10200  0.0021
10210  0.0017
10220  0.0018
10230  0.0015
10240  0.0017
10250  0.002
10260  0.0019
10270  0.0017
10280  0.0019
10290  0.0018
10300  0.0022
10310  0.0016
10320  0.001
10330  0.001
10340  0.0012
10350  0.0019
10360  0.0019
10370  0.0018
10380  0.0015
10390  0.0014
10400  0.0015
10410  0.001
10420  0.001
10430  0.0018
10440  0.0018
