109 3002 100002 0000 F2II   3.865  0.543  0.335  0.180  0.357  0.516  0.692  0.726  0.0  -2.4  0.09  0.44  0.81 1.015 5468 6.80e-02 1.30e-02 0.e+00 1.e-05  f2ii
110 3003 200002 0000 G5II   3.720  1.441  0.904  0.443  0.843  1.314  1.707  1.797 -0.0  -2.6 -0.12  0.72  1.68 0.972 5507 1.70e-02 2.10e-02 0.e+00 2.e-05  g5ii
111 4001 000011 0001 K01II  3.700  2.505  1.267  0.591  1.086  1.723  2.098  2.207 -0.2  -2.8 -0.31  0.78  1.90 0.955 5533 0.00e+00 7.00e-03 0.e+00 2.e-05  k01ii
112 3002 000002 0001 K34II  3.629  3.114  1.424  0.700  1.317  2.366  3.046  3.164  0.1  -3.1 -0.73  0.59  2.44 0.936 5550 1.10e-02 7.00e-03 0.e+00 0.e+00  k34ii
113 3002 000000 1000 M3II   3.533  3.453  1.646  1.036  2.292  3.779  4.703  5.002  0.0  -4.1 -1.96  0.33  3.04 0.934 5570 8.60e-02 0.00e+00 0.e+00 5.e-04  m3ii
114 1510 200001 0000 B0I    4.415 -1.220 -0.218 -0.134 -0.221 -0.573 -0.611 -0.713  0.0  -8.9 -1.8  -2.0  -2.5  1.079 5419 1.95e+00 4.00e-03 0.e+00 2.e-05  b0i
115 1300 510000 1100 B1I    4.316 -1.113 -0.174 -0.075 -0.160 -0.473 -0.590 -0.666  0.0  -8.3 -1.6  -1.8  -2.3  1.082 5425 1.67e+00 7.10e-02 0.e+00 1.e-05  b1i
116 1100 210002 0000 B3I    4.193 -0.896 -0.152 -0.053 -0.128 -0.301 -0.325 -0.303  0.0  -7.6 -1.06 -1.18 -1.36 1.040 5435 4.20e-02 2.00e-02 0.e+00 8.e-06  b3i
117 1210 200002 0000 B5I    4.127 -0.771 -0.062 -0.028 -0.012 -0.160 -0.149 -0.159  0.0  -7.2 -0.87 -0.88 -1.03 1.058 5433 7.84e-01 3.00e-03 0.e+00 4.e-05  b5i
118 1310 100001 1000 B8I    4.049 -0.580 -0.006 -0.025  0.026 -0.038 -0.091 -0.038  0.0  -6.9 -0.26 -0.24 -0.30 1.056 5433 2.04e-01 3.00e-03 0.e+00 3.e-05  b8i
119 1100 300001 0000 A0I    3.988 -0.237  0.001  0.015  0.071  0.102  0.192  0.158  0.0  -6.7 -0.18 -0.11 -0.02 1.043 5440 4.70e-02 2.00e-03 0.e+00 2.e-05  a0i
120 1400 100001 0000 A2I    3.958 -0.128  0.104  0.060  0.121  0.196  0.316  0.296  0.0  -6.7 -0.04  0.08  0.26 1.024 5449 1.48e-01 2.00e-03 0.e+00 2.e-06  a2i
121 1402 400003 1000 F0I    3.886  0.428  0.197  0.124  0.307  0.440  0.561  0.579  0.0  -6.6  0.10  0.40  0.67 1.023 5455 2.50e-02 1.40e-02 0.e+00 2.e-05  f0i
122 1100 300001 1000 F5I    3.822  0.466  0.267  0.177  0.386  0.662  0.763  0.766  0.0  -6.6  0.07  0.45  0.83 1.028 5461 4.00e-02 2.00e-03 0.e+00 1.e-05  f5i
123 1101 200001 0000 F8I    3.785  1.003  0.600  0.275  0.504  0.862  1.139  1.201  0.0  -6.6  0.08  0.58  1.28 0.983 5483 4.00e-02 1.30e-02 0.e+00 3.e-05  f8i
124 3001 110002 0010 G0I    3.741  1.209  0.775  0.383  0.670  1.039  1.365  1.461  0.0  -6.6  0.00  0.67  1.46 0.974 5500 0.00e+00 1.10e-02 0.e+00 1.e-05  g0i
125 3001 300012 1100 G2I    3.724  1.512  0.897  0.421  0.747  1.163  1.476  1.493  0.0  -6.5 -0.02  0.72  1.47 0.978 5507 2.70e-02 9.00e-03 0.e+00 1.e-04  g2i
126 3002 100001 0000 G5I    3.703  1.864  1.070  0.468  0.831  1.317  1.710  1.801  0.1  -6.5 -0.09  0.74  1.71 0.962 5515 4.30e-02 1.10e-02 0.e+00 9.e-06  g5i
127 1101 210000 1010 G8I    3.662  2.349  1.205  0.593  1.008  1.476  1.772  1.816  0.0  -6.5 -0.18  0.83  1.63 0.955 5533 2.70e-02 9.00e-03 0.e+00 2.e-04  g8i
